Collection,SINNO.ID,Name.Swe,Name.Eng,Descri.Swe,Industry,Product.code,Use.sectors,Use.sector.2,Use.sector.3,Use.sector.4,X,Notes,Innovation.type,Artifactual.complexity,Developmental.complexity,COM_Year,Commissioner,Firm.Novelty,Market.Novelty,Patent.Status,Literal.name.of.innovating.firm...SINNO.s.common.name...SINNO.ID,Location,Firm.only.produces.the.innovation,Corporate.group,Firm.founded.for.development.or.commercialization,Previously.developing.firms,Previously.developing.firm.2,Previously.developing.firm.3,Previously.developing.firm.4,Presentation.Year,Development.Year,Year.of.first.prototype,Use.sector.5,Use.sector.6,Use.sector.7,Use.sector.8,Use.sector.9,Origins,Origin.2,Origin.3,Origin.4,Origin.5,Additional.information.if.Origin...1a.New.scientific.discovery,Additional.information.if.Origin...1b.New.technologies.or.materials,Additional.info.if.Origin...2a.Official.regulation..legislation.and.standards.,Additional.information.if.Origin...5b.Solution.for.a.problem,Additional.information.if.Origin...7.Performance,Additional.information.if.Origin...20.Other,Science.spin.off,Research.insititutes.of.spin.off,Research.insititute.2.of.spin.off,Research.insititute.3.of.spin.off,Universities.of.spin.off,University.2.of.spin.off,University.3.of.spin.off,Developed.in.collaboration.with.other.actors,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID,Type,Country,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.1,Type.1,Country.1,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.2,Type.2,Country.2,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.3,Type.3,Country.3,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.4,Type.4,Country.4,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.5,Type.5,Country.5,Public.technology.program.involved,Public.technolgy.program.s.name,External.financing.received,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID,Type.of.funder,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.1,Type.of.funder.1,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.2,Type.of.funder.2,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.3,Type.of.funder.3,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.4,Type.of.funder.4,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.5,Type.of.funder.5,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.6,Type.of.funder.6,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.7,Type.of.funder.7,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.8,Type.of.funder.8,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.9,Type.of.funder.9,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.10,Type.of.funder.10,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.1,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.2,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.3,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.4,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.5,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.6,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.7,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.8,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.9,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.10,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.11,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.12,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.13,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.14,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.15,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.16,BIO.Name
SWINNO - updated,8359001,,,"Gummisnodd som strängarna på tennisracket dras igenom, snodden minskar vibrationer i racket och därmed skaderisken. ",,25130,101,36400,,,1783,,1,3,3,1987,,1,2,NA,Tooling Promotion ; Tooling Promotion ; 7361002,Göteborg,1,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b,5a,,,,,,,Tennisarmbåge,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1987 ; 22 ; 8 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,8364001,P-CIG (Pressurized Coal Iron Gasification),,"Metod för miljövänlig förgasning av kol. Den producerade gasen är i det närmaste ren från svavel, kväveoxider och koldioxid, till skillnad mot andra kolförgasningsprocesser. Metoden kom fram genom arbetet med en ny metallurgisk process. Metoden går i korthet ut på att gasen badas i smält järn. ",,74202,-100,,,,1787,,1,2,2,1987,,1,2,1,Interproject ; Interproject ; 7366002,Luleå,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b,12,,,,,,,,,,NA,,,,,,NA,1,Nippon Steel Corporation ; Nippon Steel Corporation ; 12309002,18,JPN,Ångpanneföreningen ; Ångpanneföreningen ; 13804002,8,SWE,Geotronics AB ; Geotronics ; 5524002,8,SWE,Mefos ; MEFOS ; 13059002,14,SWE,KTH ; KTH ; 12266002,11,SWE,,NA,,NA,,1,STU ; Styrelsen för teknisk utveckling ; 12398002,1,Nippon Steel Corporation ; Nippon Steel Corporation ; 12309002,8,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1987 ; 25 ; 12 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,9320001,Triflex,,Fiskodlingskassar med pontoner av gummi som möjliggör fiskodling i vatten med starkt strömmande vatten och höga vågor,,25240,5,,,,1803,,1,2,2,1987,,1,2,NA,Ewos ; Ewos ; 10140002,Södertälje,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,,,,,,,,"möjlighet till fiskodling på nya farvatten, längre ut till havs, i starkt strömmande vatten och i höga vågor",,NA,,,,,,NA,1,Trelleborgs gummifabrik ; Trelleborgs Gummifabrik ; 7577002,17,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Plastforum Scandinavia ;  ; 1987 ; 4 ; 74-75 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,10265001,SKF Washing Principle,,"Process för tvättning och rengöring av bearbetade ståldetaljer -utan tillsatser av miljöfarliga ämnen. Tekniken är baserad på vatten med en liten tillsats av tvättmedel. Systemet är slutet och avger därför inga utsläpp, varken i vätskeform eller i luften. De detaljer som ska rengöras splas först rena varefter de passerar genom ett bad med en ultraljudgenerator -högfrekventa svängningar stöter bort smutspartiklarna. Tvättvätskan centrifugeras och filtreras, varefter den kan återanvändas. ",,29540,28,29,27,,1815,,3,3,2,1987,,1,2,NA,SKF ; SKF ; 9839002,Göteborg,NA,,NA,,,NA,NA,NA,1985,NA,NA,NA,NA,NA,NA,5a,1b,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Verkstäderna ;  ; 1987 ; 6 ; 20-21 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,5934001,,,Miljövänligt vaxbaserat engångskarbonpapper avsett för OCR-läsning som medger optisk läsning med stor precision,Chemical and Plastics,21230,21230,,,,1826,,1,3,2,1988,,2,NA,NA,Artin-Kores AB ; Artin-Kores ; 4936002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,,,,,,,,,,NA,,,,,,NA,1,Auriga AB ; Auriga ; 13016002,2,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Aktuell Grafisk Information ;  ; 1988 ; 169 ; 74 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,7020001,Biopilot,Biopilot,Kromatografisystem för att separera och rena biomolekyler,Machinery and Equipment,33101,731,24,,,1847,,1,1,NA,1988,,1,2,NA,Pharmacia AB ; Pharmacia ; 9978002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,Ökad kapacitet (kan producera större grammängder av högrent material per timme),,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Bioteknik & Biokemi ;  ; 1988 ; 1 ; 21 ; ,1 ; Livsmedelsteknik ;  ; 1988 ; 3 ; 108 ; ,,,,,,,,,,,,,,,,NA
SWINNO - updated,7024001,,,Biologisk indikator (gelkulor med bakterier) för sterilkontroll av olika produkter som steriliseras eller pastöriseras inom livsmedels- eller läkemedelsindustrin.,,24420,24420,15,,,1848,,1,2,2,1988,,1,NA,1,Diffchamb AB ; Diffchamb ; 9986002,,NA,,NA,SIK,,NA,NA,1986,1986,NA,NA,NA,NA,NA,NA,19,1b,5a,,,,Aseptisk teknik,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,4 ; Kemisk Tidskrift ;  ; 1988 ; 7 ; 26 ; ,1 ; Kemisk Tidskrift ;  ; 1988 ; 10 ; 6-7 ; ,1 ; Livsmedelsteknik ;  ; 1988 ; 6-7 ; 281 ; ,1 ; Ny Teknik ;  ; 1995 ; 37 ; 14-15 ; ,,,,,,,,,,,,,,NA
SWINNO - updated,7487001,Woodpicker,,"Spik av limmad björkfaner. Spikarna är tolv millimeter långa och har en diameter på 2,7 mm. Finessen med träspiken är att den aldrig behövs tas bort från virket. ",Chemical and Plastics,20510,2,,,,1853,Marknadsförs och säljs av Nordisk Kartro,1,3,3,1988,,1,2,NA,Kila Trä Norr AB ; Kila Trä Norr ; 6489002,Bastuträsk,1,,NA,Nordisk Kartro,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a,7,,,,,,,,Förorenar inte virket.,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Sågverken ;  ; 1988 ; 9 ; 56-57 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,8378001,,,Poröst verktygsstål. Stålet ska användas i formverktyg för formsprutning av termoplast och härdplast. När flytande plastmassa fyller verktyget i en formspruta är annars innestängd luft ett problem. Med det porösa stålet försvinner detta problemet. ,,27100,28621,,,,1856,,1,3,3,1988,,2,1,NA,ToolVac Engineering ; ToolVac Engineering ; 7380002,Perstorp,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,Minskar problemet med luftbubblor.,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1988 ; 5 ; 14 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,8379001,,,Mikrodatorstyrd skogsmaskin. Maskinen är den första i sitt slag som arbetar enligt den s k värdeapteringsprincipen. Det innebär att virkesvolymen hos ett träd utnyttjas på ett sådant sätt att det ekonomiska ytbytet blir så stort som möjligt. De dagsaktuella virkespriserna matas in i en databas. Därefter är det bara för maskinföraren att fälla ett träd och mata in vilket trädslag det rör sig om. Maskinen arbetar sedan direkt mot prislistan. Trädets dimenstioner mäts och datorn beräknar hur trädet bör kapas för att det maximala virkesvärdet ska kunna tas till vara. ,,29320,2013,,,,1857,,1,2,2,1988,,2,2,NA,Ösa Försäljnings AB ; Ösa Försäljnings ; 7381002,Alfta,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5a,,,,,,,,Mikrodatorstyrd. Optimerar uttaget av virke. ,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1988 ; 5 ; 28 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,8394001,,,"Natrium-svavel-batteri. Energitätheten i batteriet är fyra gånger så hög som i de bästa blybatterierna. Batteriet ger lägre driftskostnader än med bensindrift. Elektroniskt styrt drivsystem för elbilar. I kombination med ett nytt högenergibatteri av typ natriumsvavel uppnås en körsträcka av ca 170 km vid en medelfart av ca 50 km/h. Utvecklingen av eldrivna fordon för landsvägstraffik har aktualiserats på grund av stigande priser på drivmedel och ökande krav på bättre miljö. Konstruktionsarbetet har koncentrerats på batterier med små dimensioner och låg vikt men hög energitäthet och lång livslängd. ABB:s drivssytem för elbilar består av fyra enheter; drivmotor, växellåda och manöverdon samt styr- och övervakningselektronik för batteri och drivsystem. Den mest intressanta nykonstruktionen är givetvis batteriet. Det är av natrium-svavel-typ och har, jämfört med ett blybatteri, fyra gånger högre energiinnehåll per viktenhet. ",,31400,34100,,,,1867,,1,2,2,1988,,2,NA,NA,ABB ; ABB ; 9363002,,NA,ABB,NA,Asea Brown Bovery,,NA,NA,NA,1973,NA,NA,NA,NA,NA,NA,7,,,,,,,,,Högre energitäthet; högre livslängd (anges motsvara mellan 10 000 och 20 000 mil); underhållsfri konstruktoin; påverkas inte av vibrationer i fordonet;enkel laddning av bilar; små dimensioner; kapaciteten påveras inte av yttertemperaturen,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1988 ; 32 ; 5 ; ,1 ; Verkstäderna ;  ; 1990 ; 10 ; 75-76 ; ,1 ; Verkstäderna ;  ; 1992 ; 6-7 ; 56-58 ; ,2 ; Teknik iTRANSPORT ;  ; 1990 ; 7 ; 36 ; ,1 ; Teknik iTRANSPORT ;  ; 1990 ; 7 ; 41-42 ; ,,,,,,,,,,,,,NA
SWINNO - updated,8405001,,,Specialrobot som klarar av att lägga en jämn sträng av flytande tätningsmassa. ,,29569,28,29,31,34,1875,,1,2,2,1988,,2,NA,NA,FMS AB ; FMS ; 7407002,Västerås,NA,,NA,,,NA,NA,NA,NA,NA,35,36,NA,NA,NA,3,7,,,,,,,,Hastigheten kan ändras utan att resultatet blir lidande. ,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1988 ; 42 ; 26 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,9472001,Comwood column,,Limträstolpar. ,Chemical and Plastics,20102,45,,,,1886,,1,3,3,1988,,1,2,NA,Marstinsons AB ; Marstinsons ; 8474002,Bygdsiljum,NA,,NA,,,NA,NA,NA,1980,NA,NA,NA,NA,NA,NA,3,5a,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Svensk Trävaru och Pappersmassetidning ;  ; 1988 ; 8 ; 8-9 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,10275001,,,"Förlackerad stålplåt. Det finns många fördelar med förlackerad plåt, både för miljön och tillverkningsprocessen. Verkstadsindustriernas lokala miljöproblem minksar, eftersom de egna målerierna kan läggas ned, samtidigt som brandrisken reduceras. Vidare kan tillverkningen rationaliseras, då en del av operationerna försvinner. Detta innebär förkortad genomloppstid, vilket i sin tur reducerar lagringskostnaderna. Den förlackerade plåten har jämnare kvalitet än den sprut- och pulverlackerade, vilket ökar produkternas livslängd. Den främsta anledningen är att både förbehandlings- och lackskikten läggs på med större noggrannhet. Den förlackerade plåten ger även teknikerna möjligheter att förenkla konstruktionerna.",,27100,28,29,34,35,1894,,1,3,3,1988,,3,NA,NA,Korrugal AB ; Korrugal ; 9277002,Finspång,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Verkstäderna ;  ; 1988 ; 2 ; 12-14 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,10615001,Isolen,,Isoleringsmaterial baserat på torv och plast. Innovationen kom till genom att ett miljöföretag (företaget) vände sig till institutionen för kemi på Umeå universitet med en förfrågan om de kunde hjälpa till att ta tillvara färgrester.,,25240,45,,,,1897,,1,3,2,1988,Miljövårdscenter AB,1,2,1,Miljövårdscenter AB ; Miljövårdscenter ; 9617002,Sollefteå,NA,,NA,,,NA,NA,NA,1986,NA,NA,NA,NA,NA,NA,5b,1b,12,,,,,,,,,1,,,,Umeå universitet,,NA,1,Umeå Universitet ; Umeå universitet ; 13441002,11,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; VVS & Energi ;  ; 1988 ; 2 ; 12 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,10616001,,,Miljövänlig utsugningsutrustning. ,,29230,45,-100,,,1898,,1,2,2,1988,,3,NA,NA,Plymoth AB ; Plymoth ; 9618002,Malmö,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; VVS & Energi ;  ; 1988 ; 6 ; 11 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,8412001,Alby-processen,,"Metod. Albyprocessen innebär att de kemikalier som används ska återanvändas effektivare. Idag hamnar mycket i avloppet. Den innebär också att ämned kopparoxid kommer in i våtkemiprocessen samt att behovet av idag köpta kemikalier som natriumhydroxid minskar. I konventionell blekningsprocess får man farliga klorföreningar som restprodukt. med Albyprocessen får man kopparsulfid och en koncentrerad form av natriumhydroxid, kallad Albylut. Dena lut kan nu användas i hela massabrukets produktion. Genom den egna produktionen av Albylut blir hela processen lönsammare. ",,74202,211,,,,1919,,1,2,2,1989,,1,2,NA,Alby Systems ; Alby Systems ; 7414002,,NA,Stora Kemi,NA,,,NA,NA,NA,1986,NA,NA,NA,NA,NA,NA,2a,5a,1b,7,,,,,,Mindre miljöbelastning. ,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1989 ; 7 ; 14 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,8425001,,,"Instrument för tillståndskontroll av maskiner eller delar av maskiner. Haverier är i regel mycket kostsamma, med det här instrumentet kan företag kapa sina reparations- och stoppkostnader. Instrumentet fungerar som ett öra och lyssnar efter felljud. Från varje avlyssning, som kan ske kontinuerligt eller med vissa förutbestämda tidsintervall, samlar man upp data och bygger upp en karaktäristisk ljudbild.  Skillnaderna mellan dessa återkommande ljudbilder framträder tydligt och avikande ljud belyses. ",Machinery and Equipment,33200,-100,,,,1927,,1,2,2,1989,,1,2,NA,Keltronics AB ; Keltronics ; 7427002,Kiruna,NA,,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,5a,,,,,,,,,,1,Institutet för Rymdfysik (IRF),,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1989 ; 19 ; 42-43 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,8445001,,,"Ytbehandlingsmetod för plast som gör lösningmedel onödiga och därmed är mer miljövänlig. I korthet går metoden ut på en våtkemisk behandling av plastytan. En behandling som gör att själva ytan förändras. Plasten sänks ned i ett kemikaliebad under trettio till sextio sekunder. I badet sker en permanent förändring av ytan som gör att det är möjligt att senare behandla med lack, lim och tryckfärg utan att själva ytan måste prepareras med kemikalier.",,74202,252,,,,1943,,1,2,2,1989,,1,2,NA,PP Polymer AB ; PP Polymer ; 10007002,Spånga,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a,12,7,,,,,,,Miljövänligt,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1990 ; 11 ; 25 ; ,1 ; Ny Teknik ;  ; 1994 ; 9 ; 14-15 ; ,5 ; Plastforum Scandinavia ;  ; 1990 ; 4 ; 14 ; ,1 ; Plastforum ;  ; 1995 ; 5 ; 14 ; ,4 ; Ytforum ;  ; 1990 ; 2 ; 47 ; ,,,,,,,,,,,,,NA
SWINNO - updated,8447001,,,Biologisk rening av förorenat vatten från klordioxidblekning av pappersmassa. Vid klordioxidblekning får man kloratjoner som biprodukt. Jonerna har visat sig ha dödande effekt på organismer i vatten utanför fabrikerna. Den nya innovationen är en metod med vilken en bakteria används för att rena det klorhaltiga avfallsvattnet. ,,74202,2111,24,,,1945,,1,2,2,1989,,1,2,NA,Anox ; Anox ; 7449002,Lund,NA,,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a,1b,1a,,,,,,,,,1,,,,Lunds universitet,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1990 ; 13 ; 32 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,8459001,,,"Ny teknik för att ta bort födelsemärken. Tekniken är betydligt enklare och billigare än att använda laser även om grundprincipen är densamma: intensiva ljusimpulser tränger genom huden in i de missprydande blodkärlen. Ljusenergin koagulerar blodvätksan, bränner sönder blodkropparna så att de förkolnar och kärlväggarna kollapsar. Med den nya tekniken hoppas lasern helt sonika över och det energirika ljuset leds direkt från blixturladdningslampan via fiberoptik ner i huden. Med en ljuspenna går det att ""pensla"" även tjockare kärl med en diameter på upp till ett par tiondels millimeter. ",Machinery and Equipment,33101,85,,,,1950,,1,2,2,1989,,1,2,NA,Medical Bio Care AB ; Medical Bio Care ; 7461002,Göteborg,NA,,NA,,,NA,NA,NA,1988,NA,NA,NA,NA,NA,NA,3,5a,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,1,STU ; Styrelsen för teknisk utveckling ; 12398002,1,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1990 ; 50 ; 6 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,9480001,EF 70,,"Miljövänlig, klorfri massa som tillverkats med Lignox-metoden. ",Chemical and Plastics,21112,2112,,,,1958,,1,3,2,1989,,2,1,NA,Aspa Bruk ; Aspa Bruk ; 8482002,,1,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,20,5a,12,,,,,,Miljövänlig,Möjligt efter att ha adopterat ny process.,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2 ; Svensk Papperstidning ;  ; 1990 ; 18 ; 24-26 ; ,4 ; Svensk Papperstidning ;  ; 1990 ; 18 ; 25 ; ,,,,,,,,,,,,,,,,NA
SWINNO - updated,10278001,,,"Insprutningsmotor om 110 kW vid 5 500 r/min och 2,3 l cylindervolym. Motorn inleder en ny generation miljövänliga bensinmotorer och har tagit fem år att utveckla. Saabs tekniken anser att fyrcylindriga motorer har flera fördelar jmfört med sexcylindriga med motsvarande utförande och prestanda, bl a lägre vikt. Låg vikt uppges vara en av förutsättningarna för god balans, bra bränsleekonomi och höga totalprestanda. Tack vare det avancerade utförandet väger Saab-motorn endast 150 kg komplett med olja men utan bl a generator och styrservopump. Den nya 2,3 l motorn är vidare utrustad med det unika tändsystemet, Saab Direct Ignition. ",,34100,34100,,,,1961,,1,2,2,1989,,2,NA,NA,Saab-Scania ; Saab-Scania ; 5472002,,NA,,NA,,,NA,NA,NA,1984,NA,NA,NA,NA,NA,NA,20,5a,7,,,,,,,"Miljövänlig, lätt.",Utvecklad för att sitta i de egna bilarna.,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Verkstäderna ;  ; 1989 ; 12 ; 66 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,7492001,,,"Såg som gör det möjligt att ta tillvara övergrovt virke. Övergrovt virke går idag till massaindustrin för flisning eller blir liggande och ruttnar bort. Idén till den nya bandsågen med horisontellt liggande sågblad, där stocken ligger still och såghuvudet rör sig kommer från Tommy Nordin. Sågen kan skötas av en person. ",,29430,20,,,,1986,,1,2,2,1990,,1,2,NA,Seven Invest Trä AB ; Seven Invest Trä ; 6494002,Umeå,NA,,NA,Nordingrå Trä AB,,NA,NA,NA,1988,NA,NA,NA,NA,NA,NA,5a,7,,,,,,,,Tar tillvara övergrovt virke.,,NA,,,,,,NA,1,Nordingrå Trä AB ; Nordingrå Trä ; 13485002,17,SWE,Ådalens Plåt ; Ådalens Plåt ; 13787002,17,SWE,,NA,,,NA,,,NA,,,NA,,NA,,1,Utvecklingsfonden i Västernorrland ; Utvecklingsfonden i Västernorrland ; 12451002,4,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Sågverken ;  ; 1990 ; 1 ; 41 ; ,,,,,,,,,,,,,,,,,NA
